speaker,text,transcripts-id
susiecronin, it's almost as if she's partaking in this mischievous adventure and there is a point in which that sort of crack in the in the perfect carving of the narrative as something.,20210528-140017
susiecronin, liberating leads the user and magic to question that whole depiction so there's an element in which that flips the whole experience and it shows precisely that blockage to empathy the fact that what we've been consuming.,20210528-140017
susiecronin," is produced, specifically for our consumption and not as a realistic depiction of personal experience, so I think that experience of empathy as a frustrated and impossible identification is probably and.",20210528-140017
susiecronin," engendered by that one sort of pivotal point, so I think that's quite interesting and the second question, let me just have a little look.",20210528-140017
susiecronin," Oh no i've lost it, it was real what's up a do you think the smartphone device reinforces the blurring of the fiction is reality frontier absolutely because.",20210528-140017
susiecronin," When you enable these push notifications on your phone and the message that appears well, sometimes it doesn't have any sort of Meta.",20210528-140017
susiecronin, ban banner that shows that it's from the APP it doesn't sort of say bury me my love content designated sort of distinction from your reality so you're getting messages that say things like.,20210528-140017
susiecronin, i'm stuck on the Croatian border or I made it or my phone my day soon and they're popping in a note.,20210528-140017
susiecronin, And entwined with the logic of your own sort of phone messages so you're getting whatsapp messages saying things like bring milk and bread from the shop and.,20210528-140017
susiecronin," sort of messages saying what am I going to do about the violence that the Serbian border, so I think that's really effective, and I think that blurring is really necessary to the generation of.",20210528-140017
susiecronin," An empathy that can only go so far, because of precisely that blocked ability to identify and experience so two.",20210528-140017
susiecronin," really interesting questions Thank you so much, and i'm looking forward to reading your work on very moved by law.",20210528-140017
Anne Karhio, Thanks very much.,20210528-140017
Anne Karhio," So I think next it's Anna stephanie and David unless i've missed somebody and, if I have give me give me a shout so Anna you have a question.",20210528-140017
Anna Nacher," um Thank you very much for all your presentations and also think of search for your question, because actually my question is also to susie and.",20210528-140017
